FID,OBJECTID,DM_REF,LTBREFNO,CATEGORY,DATE_LISTED,STAT_LISTING,HSREF,SHAPE,SE_ANNO_CAD_DATA
LISTEDBUILDINGS.1294,1294,,D007,B,04/02/1965,"St Patricks RC Church, Presbytery & Hall, 3 Arthurstone Tce & 1-5 (odd) Maitland St",25183,"MULTIPOLYGON (((341055.1 731239.65, 341055.9 731239.9, 341055.7 731240.550000001, 341054.9 731240.25, 341053.65 731243.949999999, 341055.65 731244.6, 341055.45 731245.199999999, 341054.6 731244.9, 341053.35 731248.550000001, 341053.95 731248.75, 341053.75 731249.300000001, 341052.1 731248.75, 341051 731252.25, 341053.35 731253, 341050.05 731262.949999999, 341045.82 731261.550000001, 341044.85 731264.5, 341041 731263.199999999, 341040.45 731264.9, 341050.05 731268.050000001, 341048.2 731273.5, 341029.8 731267.4, 341030.2 731266.1, 341029 731265.699999999, 341030.2 731262.050000001, 341031.45 731262.449999999, 341032.5 731259.279999999, 341033.13 731257.369999999, 341030.2 731256.4, 341033.5 731246.449999999, 341035.85 731247.25, 341036.95 731243.9, 341035.35 731243.35, 341035.6 731242.65, 341036.15 731242.85, 341037.35 731239.25, 341036.65 731239.050000001, 341036.95 731238.15, 341038.6 731238.699999999, 341039.7 731235.4, 341038.95 731235.15, 341039.2 731234.4, 341040.05 731234.65, 341041.3 731230.85, 341039.65 731230.35, 341039.9 731229.6, 341040.6 731229.85, 341041.75 731226.449999999, 341041.05 731226.25, 341041.35 731225.4, 341043 731226, 341044.3 731222.1, 341043.5 731221.85, 341045 731217.25, 341049.2 731218.65, 341049.5 731217.85, 341050.45 731218.15, 341050.2 731218.85, 341052.23 731219.52, 341055.33 731220.550000001, 341056.85 731221.050000001, 341057.15 731220.25, 341058.05 731220.5, 341057.75 731221.35, 341060.95 731222.35, 341058.05 731231.050000001, 341059.85 731231.65, 341059.65 731232.25, 341059 731232.050000001, 341057.8 731235.6, 341058.5 731235.85, 341058.25 731236.550000001, 341056.35 731235.949999999, 341055.1 731239.65)), ((341018.77 731289, 341023.75 731274.1, 341024.05 731274.199999999, 341025.4 731270.1, 341028.95 731271.25, 341027.65 731275.25, 341041.8 731280, 341042.25 731278.699999999, 341043.9 731279.25, 341044.9 731276.199999999, 341048.45 731277.4, 341042.25 731296.050000001, 341038.5 731294.85, 341039.45 731292, 341037.8 731291.449999999, 341038.3 731290, 341024.3 731285.35, 341023.85 731286.85, 341024.3 731287, 341023.65 731288.949999999, 341023.1 731288.800000001, 341022.6 731290.300000001, 341018.77 731289)))",
LISTEDBUILDINGS.1295,1295,,M003,B,18/05/1987,"Taybank Works (Old Powerloom Factory, Calender & 3-Storey Mill only, Tay Weavers Ltd), 62 Arbroath Rd",24931,"MULTIPOLYGON (((341329.37 731121.93, 341336.65 731123.16, 341347.46 731124.99, 341366.53 731128.26, 341373 731129.380000001, 341369.94 731147.33, 341369.31 731151.19, 341369.25 731151.57, 341368.44 731155.83, 341367.41 731161.220000001, 341367.21 731162.34, 341364.73 731175.98, 341360.71 731198.609999999, 341355.7904 731226.0857, 341311.8153 731219.679099999, 341316.8 731192.15, 341321.07 731168.310000001, 341322.65 731159.48, 341326.72 731136.85, 341327 731135.26, 341329.37 731121.93)), ((341372.83 731155.69, 341377.28 731130.109999999, 341404.13 731135.039999999, 341403.65 731137.689999999, 341402.86 731142.02, 341402.19 731145.65, 341401.38 731150.060000001, 341381.5083 731147.020199999, 341380.98 731150.029999999, 341380.68 731152.09, 341380.54 731152.869999999, 341379.78 731156.99, 341372.83 731155.69)))",
LISTEDBUILDINGS.1296,1296,,D008,B,30/06/1989,"Arthurstone Public Library, 5 Arthurstone Tce",25187,"POLYGON ((341018.1 731212.25, 341018.45 731210.5, 341028.95 731212.9, 341022.55 731231, 341022.31 731230.91, 341013.59 731227.689999999, 341012.95 731227.449999999, 341012.97 731227.310000001, 341013.1 731226.5, 341008.74 731225.65, 341000.85 731224.1, 341003.7 731209.449999999, 341009.2 731210.6, 341009.4 731210.25, 341010.4 731210.4, 341010.75 731210.9, 341011.8 731211.1, 341012.2 731210.699999999, 341013.3 731211, 341013.55 731211.4, 341018.1 731212.25))",
LISTEDBUILDINGS.1297,1297,,N010,B,12/03/1993,"Glebelands Primary School, Baffin St & Lilybank Rd",24967,"POLYGON ((341359.95 731054.6, 341362.05 731046.25, 341369.1 731048, 341368.75 731049.4, 341379.95 731052.300000001, 341380.35 731050.75, 341386.65 731052.35, 341384.5 731060.75, 341383.43 731064.98, 341376.3 731093.199999999, 341369.15 731091.800000001, 341367.35 731102.050000001, 341357.78 731100.33, 341359.55 731090, 341351.35 731088.5, 341359.95 731054.6))",
LISTEDBUILDINGS.1298,1298,,B002,B,29/10/1991,"Baldovie Toll House, Baldovie",25735,"POLYGON ((345149.1 733336.199999999, 345142.9 733335.9, 345143.2 733331.1, 345142.1 733331.1, 345142.2 733328.800000001, 345143.4 733328.9, 345143.7 733324, 345149.7 733324.4, 345149.1 733336.199999999))",
LISTEDBUILDINGS.1287,1287,,D002,B,30/06/1989,"50, 52 Albert St, 2-6 (even) Arthurstone Tce",25164,"POLYGON ((341068.02 731204.57, 341070 731193.99, 341071.39 731194.27, 341075.55 731195.1, 341076.7 731194.199999999, 341077.45 731194.9, 341087.5 731193.300000001, 341088.05 731196.25, 341088.2 731197.449999999, 341088.2 731198.65, 341088.1 731199.85, 341087.85 731200.949999999, 341087.55 731201.949999999, 341087.1 731202.949999999, 341086.45 731203.9, 341085.65 731204.800000001, 341084.75 731205.550000001, 341083.5 731206.300000001, 341082.1 731206.800000001, 341080.6 731207.15, 341068.02 731204.57))",
LISTEDBUILDINGS.1299,1299,,N030,C,12/03/1993,230 BROUGHTY FERRY ROAD WITH RAILINGS,25049,"MULTIPOLYGON (((342571.65 731133.9, 342571.3 731126.949999999, 342576.15 731126.800000001, 342576.25 731128.050000001, 342578.75 731128.1, 342578.64 731126.699999999, 342578.55 731125.5, 342578.4 731125.35, 342578.3 731125.15, 342578.2 731125, 342578.15 731124.65, 342578.2 731124.35, 342578.2 731124, 342578.25 731123.75, 342578.25 731123.5, 342578.3 731123.300000001, 342578.65 731123, 342579.15 731122.85, 342579.65 731122.800000001, 342580 731122.75, 342580.35 731122.75, 342580.7 731122.85, 342581 731123, 342581.25 731123.199999999, 342581.5 731123.5, 342585.45 731123.300000001, 342586.25 731122.449999999, 342587.8 731122.449999999, 342588.85 731123.300000001, 342590.1 731123.199999999, 342590.2 731122.75, 342592.3 731122.75, 342592.45 731123.1, 342593.55 731123.15, 342593.85 731128.300000001, 342589.85 731128.449999999, 342590.05 731135.800000001, 342587 731135.93, 342582.75 731136.1, 342582.55 731133.4, 342581.75 731133.41, 342579.15 731133.449999999, 342578.9 731133.449999999, 342578.75 731130.300000001, 342576.25 731130.300000001, 342576.4 731133.699999999, 342571.65 731133.9)), ((342559.34 731161.15, 342559.95 731159.119999999, 342562.51 731150.57, 342565.69 731139.980000001, 342566.4 731137.6, 342567.46 731134.07, 342570.03 731125.52, 342572.75 731116.529999999, 342594.9 731115.779999999, 342594.9126 731116.0661, 342572.9456 731116.7532, 342567.7411 731134.078500001, 342559.729 731160.648499999, 342587.5317 731147.2951, 342600.0634 731141.2689, 342599.0332 731115.6394, 342599.3 731115.630000001, 342599.6 731122.199999999, 342599.96 731132.85, 342600.09 731136.75, 342600.25 731141.5, 342593.33 731144.800000001, 342587.55 731147.550000001, 342586.29 731148.16, 342580.95 731150.699999999, 342572.36 731154.859999999, 342559.34 731161.15)))",
LISTEDBUILDINGS.1300,1300,,N037,C,12/03/1993,"Former Granary & Horse Mill only, Mains Farm, Caird Park",25074,"POLYGON ((341009.57 732870.550000001, 341009.5 732863.5, 341015.75 732863.449999999, 341015.81 732869.65, 341015.92 732881.949999999, 341015.95 732885.800000001, 341009.7186 732886.0495, 341009.64 732878.050000001, 341008.35 732878.050000001, 341007.75 732878.6, 341007.15 732879.050000001, 341006.45 732879.4, 341005.7 732879.65, 341004.9 732879.85, 341004.05 732879.9, 341003.15 732879.85, 341002.25 732879.65, 341001.45 732879.300000001, 341000.9 732878.949999999, 341000.4 732878.5, 341000 732877.9, 340999.7 732877.6, 340999.55 732877.4, 340999.45 732877.199999999, 340999.25 732876.699999999, 340999.1 732876.199999999, 340999 732875.65, 340998.85 732875.050000001, 340998.75 732874.449999999, 340998.75 732873.85, 340998.8 732873.199999999, 340999 732872.6, 340999.25 732872, 340999.4 732871.699999999, 340999.6 732871.4, 341000 732870.93, 341000.35 732870.25, 341000.75 732869.800000001, 341001.2 732869.449999999, 341001.5 732869.25, 341001.85 732869.1, 341002.15 732868.949999999, 341002.9 732868.699999999, 341003.65 732868.550000001, 341004.4 732868.550000001, 341005.35 732868.65, 341006.3 732868.9, 341007.15 732869.35, 341007.65 732869.65, 341008.05 732870.050000001, 341008.45 732870.5, 341009.57 732870.550000001))",
LISTEDBUILDINGS.1301,1301,,B019,B,29/10/1991,"Gilroy Mausoleum, Barnhill Cemetery, Strathmore St",25752,"POLYGON ((347311.9 731901.6, 347316.4 731895.5, 347322.15 731899.75, 347317.6 731905.800000001, 347311.9 731901.6))",
LISTEDBUILDINGS.1302,1302,,N017,B,12/03/1993,1-3 Baxter Park Tce & return elevation to Pitkerro Rd,25000,"POLYGON ((341302.46 731687.59, 341308.87 731679.49, 341311.4 731681.5, 341312.11 731678.82, 341314.04 731671.480000001, 341323.92 731674.16, 341323.6 731675.449999999, 341324.4 731676.35, 341323.95 731677.949999999, 341322.75 731678.199999999, 341318.3 731695.75, 341318.85 731695.9, 341319.15 731696.35, 341318.85 731698.15, 341317.95 731699, 341316.4 731698.699999999, 341302.46 731687.59))",
LISTEDBUILDINGS.1303,1303,,N018,B,12/03/1993,"17, 18 Baxter Park Tce, 35 Park Ave",25004,"POLYGON ((341378.75 731431.300000001, 341376.95 731429.949999999, 341378.13 731425.539999999, 341380.03 731418.439999999, 341380.32 731417.359999999, 341382.01 731411.039999999, 341392.57 731413.970000001, 341392.4 731414.699999999, 341393.25 731415.699999999, 341392.75 731417.449999999, 341391.4 731418.15, 341390.71 731420.6, 341390.27 731422.18, 341389.7 731424.199999999, 341390.7 731425.1, 341390.1 731426.949999999, 341388.9 731427.4, 341388.63 731428.390000001, 341388.4 731429.25, 341389.15 731430, 341388.7 731432, 341387.55 731432.5, 341386.85 731434.99, 341386.4 731436.59, 341385.35 731440.300000001, 341386.3 731441.449999999, 341385.9 731443.25, 341384.5 731443.699999999, 341384.3 731444.6, 341372.77 731441.51, 341375.36 731431.57, 341378.45 731432.4, 341378.75 731431.300000001))",
LISTEDBUILDINGS.1304,1304,,B025,B,04/02/1965,9 Beach Cres incl enclosing wall,25758,"MULTIPOLYGON (((346251.6 730672.300000001, 346262.55 730669.449999999, 346263.7 730673.65, 346264.25 730676.25, 346266.3 730683.5, 346265.55 730683.699999999, 346265.73 730684.34, 346261.9 730685.4, 346255.5191 730687.177300001, 346253.4 730679.35, 346251.6 730672.300000001), (346255.5 730675.449999999, 346260.75 730674, 346261.55 730677, 346263.9798 730676.324999999, 346263.5289 730673.720000001, 346262.4134 730669.7042, 346251.883 730672.4706, 346253.6324 730679.287000001, 346256.35 730678.550000001, 346255.5 730675.449999999)))",
LISTEDBUILDINGS.1305,1305,,B026,B,04/02/1965,11-13 Beach Cres incl enclosing wall,25759,"MULTIPOLYGON (((346270 730674.65, 346275.44 730673.140000001, 346277.2 730679.800000001, 346278.15 730683.65, 346273.7 730684.9, 346272.75 730681.65, 346271.71 730681.939999999, 346270.45 730682.300000001, 346271.3 730685.35, 346266.58 730686.699999999, 346266.4 730686.75, 346265.73 730684.34, 346265.55 730683.699999999, 346266.3 730683.5, 346264.25 730676.25, 346270 730674.65)), ((346262.55 730669.449999999, 346268.03 730667.93, 346273.75 730666.35, 346273.787 730666.502699999, 346274.95 730671.300000001, 346274.825 730671.3081, 346273.6225 730666.498, 346268.0811 730668.1043, 346262.5849 730669.577600001, 346262.55 730669.449999999)))",
LISTEDBUILDINGS.1306,1306,,B027,B,04/02/1965,"Traquair, 19 Beach Cres",25760,"MULTIPOLYGON (((346287.2 730667.75, 346289.7 730676, 346287.6 730676.550000001, 346287.9 730677.800000001, 346289.05 730677.5, 346289.65 730679.85, 346281.7 730682.1, 346280.75 730678.85, 346277.2 730679.800000001, 346275.44 730673.140000001, 346274.95 730671.300000001, 346276.3 730670.9, 346277 730669.449999999, 346278.95 730668.9, 346280.15 730669.85, 346287.2 730667.75)), ((346273.75 730666.35, 346285.58 730661.85, 346287.55 730661.1, 346287.5885 730661.2291, 346273.7815 730666.479900001, 346273.75 730666.35)))",
LISTEDBUILDINGS.1307,1307,,B028,B,04/02/1965,31 Beach Cres incl wall & gatepiers at King St,25761,"POLYGON ((346311.81 730674.050000001, 346310.26 730674.699999999, 346310.88 730676.19, 346307.86 730677.460000001, 346307.99 730677.76, 346307.02 730678.17, 346303.39 730679.689999999, 346303.73 730680.9, 346307.08 730692.85, 346310.147 730703.759199999, 346322.6489 730700.459000001, 346322.77 730700.76, 346310.24 730704.09, 346300.9 730707.1, 346289.4 730667.300000001, 346287.55 730661.1, 346301.9 730655.75, 346304 730655.050000001, 346305.15 730654.65, 346306.45 730654.050000001, 346307.7 730653.4, 346308.35 730653.1, 346311.1 730651.85, 346311.95 730651.449999999, 346312.21 730651.32, 346315.05 730658.25, 346314.813 730658.321599999, 346312.1751 730651.707699999, 346305.2629 730654.804400001, 346303.0073 730655.607200001, 346287.8106 730661.2577, 346289.7218 730667.182600001, 346293.1 730665.949999999, 346293 730665.550000001, 346294.15 730665.199999999, 346294.8 730663.65, 346296.7 730662.75, 346298.25 730663.75, 346298.8 730663.550000001, 346298.85 730663.75, 346306.25 730661.050000001, 346306.1 730660.6, 346307.2 730660.25, 346307.75 730658.550000001, 346309.8 730657.949999999, 346311.2 730658.75, 346312.45 730658.4, 346314.95 730665.449999999, 346317.7 730664.449999999, 346319.35 730668.390000001, 346320.06 730670.09, 346327.29 730687.369999999, 346332.12 730697.869999999, 346327.63 730699.16, 346322.78 730700.76, 346319.22 730692.140000001, 346316.51 730685.25, 346314.27 730679.91, 346312.86 730676.550000001, 346311.81 730674.050000001))",
LISTEDBUILDINGS.1308,1308,,B029,B,04/02/1965,"Beach House, 41-47 (odd) Beach Cresc",25759,"MULTIPOLYGON (((346312.21 730651.32, 346314.35 730650.199999999, 346314.95 730649.85, 346318 730648, 346319.47 730647.140000001, 346320.55 730646.5, 346321.6 730645.85, 346323.1 730644.9, 346324.05 730644.25, 346326.2 730643.050000001, 346330.05 730652.25, 346332.03 730657.01, 346334.2 730662.25, 346326.66 730665.369999999, 346319.35 730668.390000001, 346317.7 730664.449999999, 346315.05 730658.25, 346312.21 730651.32), (346322.65 730655.210000001, 346327.93 730653.1, 346329.8511 730652.3298, 346326.1064 730643.350400001, 346314.8665 730650.1555, 346312.4962 730651.417099999, 346315.2113 730658.185799999, 346317.01 730657.470000001, 346322.65 730655.210000001)))",
LISTEDBUILDINGS.1309,1309,,N066,B,12/03/1993,"former Manse of Dundee, now Auchinhove, 69 Dalkeith Rd",25184,"POLYGON ((341698.3 731583.9, 341697.75 731583.85, 341698.25 731578.9, 341697.7 731578.85, 341698.2 731573.550000001, 341699.55 731573.65, 341699.65 731572.449999999, 341700.6 731572.550000001, 341700.9 731569.4, 341700.4 731569.35, 341700.5 731568.5, 341707.45 731569.199999999, 341707.4 731569.85, 341706.85 731569.800000001, 341706.75 731570.85, 341707.54 731570.93, 341709.19 731571.09, 341715.45 731571.699999999, 341714.05 731586.449999999, 341714.5 731586.5, 341714 731591.5, 341706.1 731590.75, 341706.7 731584.699999999, 341698.3 731583.9))",
LISTEDBUILDINGS.1310,1310,,N020,B,12/03/1993,"The Anchorage, 8 Bingham Tce",25012,"POLYGON ((341835.6 731628.1, 341835.7 731627.300000001, 341836.3 731627.35, 341838 731626.4, 341839.45 731626.550000001, 341840.45 731627.9, 341841.55 731628.1, 341839.85 731642.199999999, 341840.2 731642.25, 341839.65 731647.050000001, 341831.3 731646.050000001, 341831.9 731641.199999999, 341823.8 731640.25, 341824.3 731636.050000001, 341821.85 731635.75, 341822.4 731631.199999999, 341825 731631.5, 341825.65 731626.15, 341826.55 731626.25, 341828 731625.25, 341829.45 731625.35, 341830.75 731626.85, 341831.5 731626.9, 341831.4 731627.65, 341835.6 731628.1))",
LISTEDBUILDINGS.1311,1311,,W009,B,30/06/1989,"Harris Academy Annexe, former Logie Central School & Janitors House & gatepiers, Blackness Rd (Demolished)",25372,"MULTIPOLYGON (((338733.4092 730340.9978, 338734.2 730344.5, 338735.3 730345.300000001, 338736.2 730349.4, 338731.7 730350.5, 338730.8 730346.300000001, 338731.3 730345.300000001, 338730.5 730341.6, 338725.9 730342.699999999, 338722.9 730349.800000001, 338718.6 730348, 338718.8 730347, 338701.4 730339.5, 338683.9 730331.9, 338686.7 730325.199999999, 338687.4 730325.4, 338694.1 730309.699999999, 338696.6 730303.9, 338698.1 730300.4, 338697.7 730300, 338698.8 730298.199999999, 338700.2 730297, 338702.4 730296.300000001, 338702.7 730297, 338714.5 730294.199999999, 338723.5 730292.300000001, 338723 730290, 338724.5 730289.5, 338725.3 730287.9, 338727.3 730287.5, 338728.2 730288.6, 338729.9 730288.199999999, 338730.2 730286.800000001, 338732.1 730286.4, 338732.9 730287.4, 338734.5 730287, 338735.1 730289.6, 338737.8 730289, 338756.2 730284.800000001, 338756.2 730284, 338758.6 730283.5, 338761.2 730283.9, 338761.6 730284.699999999, 338762.8 730285.6, 338762.6 730286.1, 338771.5 730293.699999999, 338782.6 730303, 338783 730302.5, 338788.8 730307.4, 338763.8 730336.9, 338764.4 730337.5, 338761.4 730341.1, 338755.2 730336, 338750.5 730337.1, 338751.3 730340.6, 338752.4 730341.1, 338753.4 730345.5, 338748.9 730346.5, 338747.9 730342.4, 338748.5 730341.199999999, 338747.6329 730337.616, 338733.4092 730340.9978), (338729.9 730338.9, 338721.5 730302.199999999, 338710.8 730304.6, 338713.4 730307.300000001, 338712.9 730309.6, 338708.7 730313.199999999, 338706.7 730312.699999999, 338704.4 730310, 338697.1 730327.300000001, 338725.9 730339.800000001, 338729.8 730339, 338732.8 730338.300000001, 338729.9 730338.9), (338732.8 730338.300000001, 338733.4 730341, 338733.4092 730340.9978, 338732.8 730338.300000001), (338747.6329 730337.616, 338747.7 730337.6, 338747.1 730335, 338749.8 730334.199999999, 338747 730335, 338747.6329 730337.616), (338749.8 730334.199999999, 338754 730333.300000001, 338774.6 730309, 338770.8 730305.699999999, 338767.2 730302.6, 338764.9 730300.6, 338760.3 730296.699999999, 338759.2 730300.5, 338757.4 730301.800000001, 338752 730300.300000001, 338751.2 730298.300000001, 338752.1 730295, 338749.2 730295.6, 338745 730296.6, 338741.4 730297.5, 338742.1 730300.699999999, 338743.7 730307.9, 338744.5 730311.199999999, 338746.2 730319, 338749.8 730334.199999999)), ((338658.75 730343.050000001, 338661.9 730334.949999999, 338671.3 730338.65, 338667.6 730348.15, 338667.15 730349.300000001, 338663.3 730347.800000001, 338663.74 730346.720000001, 338664.35 730345.199999999, 338658.75 730343.050000001)), ((338658.6957 730330.671700001, 338659.0835 730329.6972, 338660.0224 730330.010199999, 338659.6051 730331.0186, 338658.6957 730330.671700001)), ((338661.7611 730322.6381, 338662.1079 730321.7114, 338662.9434 730322.0122, 338662.5609 730322.951099999, 338661.7611 730322.6381)))",
LISTEDBUILDINGS.1312,1312,,B039,B,29/10/1991,"Masonic Hall, 150-154 (even) Brook Street",25772,"POLYGON ((346080.95 730921.449999999, 346080.3 730919.24, 346078.95 730914.65, 346091.7 730910.949999999, 346093.1 730915.75, 346091.5 730916.300000001, 346093.99 730925.15, 346082.98 730928.300000001, 346080.95 730921.449999999))",
LISTEDBUILDINGS.1313,1313,,B033,B,29/10/1991,"YMCA Mainblock, 151 Brook St",25766,"POLYGON ((346049.63 730974.119999999, 346037.95 730977.4, 346035.15 730967.4, 346035.34 730967.33, 346035.7 730967.199999999, 346033.5 730958.9, 346044.5 730955.85, 346044.2 730954.800000001, 346054.3 730951.949999999, 346058.05 730966.199999999, 346054.6 730967.15, 346053.3 730962.550000001, 346051.05 730963.199999999, 346053.8 730972.949999999, 346049.63 730974.119999999))",
